name_1,name_2,is_duplicate
synthetic products,dongguan wei shi plastic product .,0
techmer mexico s rl cv,eih .,0
dongguan fu plastic .,monga plastics,0
marketing incentives .,ncm .,0
torque logistics .,bonded logistics,0
ibm,shanghai michelin warrior tyre .,0
mathiesen colombia s . . s.,gtm colombia s.a .,0
goldstar global logistics,quartz logistics .,0
allplast s.a . c.v .,dongguan jinggan plastic products .,0
pirelli neumaticos,pirelli tyre .,1
yokohama mfg .,yokohama tire corporation,1
basf construction chemicals ua,basf .,1
kv rollers,conveyor rollers bridge limited,1
ideal tropical food,rtp,0
psa corporation,ikea distr . dc2 piacenza 236,0
kraton polymers shanghai .,kraton polymers brasil,1
kvk,kvk corporation jasdaq:6484,1
hyundai polytech india private .,festo india private .,0
mova industrial s.a.c .,industrial clothings pvt .,0
shanghai industrial . merchants,jiangsu light industrial products imp . exp . .(group,0
hands pvt . .,logistica y transporte m&s,0
mehler engineered products india private .,continental device india private .,0
bridgestone group,bridgestone neumaticos monterreysa cv,1
precision rubbers private .,sss rubber dalian .,0
cumi america .,cosmo medical .,0
total bitumen deutschland gmbh,total rumunia,1
farah fashion,new farco fashion,0
sakthi,healthium medtech private .,0
marseg srl .,jas jet air service argentina s.a .,0
ge india industrial private .,promod india private .,0
qingdao flyingex express ftz logistics .,tier logistics,0
salman genral,general tuna corp .,0
ravago,ravago,1
soprema grobbendonk,soprema salgareda,1
sika,pt sika indonesia,1
a&r,kd imp . exp .,0
warren brown tech fiber systems corp,stp .,0
hp pelzer s.r.o .,ooo khp pel'tser rus,1
p.l .,shandong tangjun ling ou automobile mfg . .,0
viv sports,lee sports ireland .,0
s r,roseline / resa exp . workday rising20,0
san technology .,sho,0
dc logistics,quartz logistics .,0
srf thailand .,reda materials fze,0
braas gmbh,ooo braas - dsk 1,1
sumitomo rubber usa,sumitomo rubber usa,1
abena / s,"ooo""abena",1
goodyear tire rubber,topa tire corp .,0
flexicare medical dongguan .,e care .,0
b.c,sulzer chemtech usa .,0
sociedade michelin participacoes ind e comercio ltda,michelin india private .,1
basf peruana s.a .,basf japan . 6 10 1 roppongi,1
kamaro artes graficas ltda,camarmour,0
bridgestone group,bridgestone brasil industria e comercio ltda,1
synthomer c oterminal,synthomer,1
sumitomo rubber usa 10 sheridan,sumitomo rubber industriesusa,1
dong quang spining corporation,oun corporation,0
acs cv,aurum chemicals cv,0
saint - gobain performance plastics .,saint - gobain performance plastics corporation,1
posco daewoo corporation,posco daewoo america corp .,1
dow chemical,dow mexicana cv,1
finco engineering pvt .,coco asphalt engineering,0
polymax thermoplastic elastomers l,lev termoplasticos ltda,0
bridgestone hosepower,bridgestone firestone argentina saic,1
transsion india private .,lianda corporation,0
total france arnay le duc,total rumunia,1
dynasol elastomeros s.a.u,p.b.m . polimer bitumen modifiers di leonardo baccarelli e c. sas,0
michelin aircraft tire,michelin na asrc,1
french terrakotta corp .,trp .,0
embassy freight,dynasty freight consolidators,0
qingdao huaan logistics .,panda logistics usa .,0
contitech chile,contitech transportbandsysteme gmb h,1
eiffage,eiffage construction alpes dauphine,1
bridgestone hosepower,bridgestone huizhou tire .,1
c e .,l&v .,0
dow brasil industria comercio produtos quimicos lt,dow silicones corp .,1
breg .,northstar global freight,0
megadyne asia pacific transmission systems .,syngenta asia pacific pte . .,0
pam sp,herramientas e insumos compania ltda,0
dpl premier gloves .,d p l premier gloves .,0
giti tire hualin .,giti tire mfg . l.t.d .,1
marangoni retreading systems deutschland gmbh,marangoni retreading systems deutschland,1
gap2,dmi(shanghai management .,0
new vision rubber plastic,intl rubber,0
contitech chile s.a .,contitech fluid mexicana cv,1
total bitumen *,total czech republic,1
saco,prestino equitacion s.l .,0
api,a.p.i . applicazioni plastiche industriali s.p.a .,1
a.p.i . applicazioni plastiche industriali s.p.a .,aps paving&stone,0
rohm haas chemicals,lg chem,0
megadyne america,cartones america s.a .,0
izi,mango deslizadores y patines sociedad anonima,0
michelin siam .,michelin india technology center,1
hira,samson d .,0
jol basar cv,barsan .,0
insa gpro nanjing synthetic rubber .,vee rubber .,0
bridgestone india pvt . .,bridgestone costa rica sociedad anoni,1
siam rubber .,vee rubber .,0
jsr corporation,jsr bst elastomer,1
best able footwear .,apex footwear .,0
total ceska republika s.r.o .,total romania s.a .,1
standard profil mexico s.a . c.v .,r.k . profiles pvt . .,0
olympia chemicals .,transchemical .,0
contitech india private .,contitech fluid mexicana cv,1
scanwell logistics chi .,eximp logistics pvt . .,0
orzel spolka akcyjna wse orl,orzel spolka akcyjna,1
stockholms plat gummiperforering,n j .,0
ranyal pvt .,afton chemical industria aditivos ltda,0
gti pvt . .,pawar patkar construction pvt . .,0
pt bridgestone tire indonesia,bridgestone costa rica sociedad anoni,1
pirelli neumaticos s.a . cv,pirelli neumaticos cv boulev,1
brenntag peru s.a.c .,brenntag vietnam .,1
konimpex,konimpeks,1
basf bangladesh .,basf peruana s.a .,1
kraton polymers nederland bv,kraton polymers shanghai .,1
hexpol compounding,hexpol compounding,1
michelin siam .,michelin aircraft tire,1
allog transportes internacionais ltda,invercinco,0
synthetic grass rubber surfaces,aaa acme rubber,0
probisa productos bituminosos s.l.u .,probisa productos bituminosos,1
imperial rubber synthetic products,kesaria rubber pvt . .,0
soprema s.a .,soprema nv,1
cengiz insaat sanayi ve ticaret a.s .,cengiz insaat sanayi ve ticaret s,1
jx nippon oil gas exploration myanmar limited,china southern petroleum exploration development corporation,1
contitech chile,contitech australia pty .,1
bridgestone huizhou)synthetic rubber .,bridgestone huizhou tire .,1
tope seizo k.k .,tohpe corporation,1
loong guan pte . .,shoes . dongguan city setai,0
awa food solution,jabil advanced mechanical solutions mexico s rl cv,0
zeon north .,zeon corporation tse:4205,1
jx nippon oil gas exploration corporation,jx nippon oil gas exploration brasil ltda,1
bridgestone canada .,bridgestone huizhou)synthetic rubber .,1
contitech india private .,contitech mexicana cv,1
crown data logistics warehouse,n j .,0
korea- ers- korea petroleum,korea petroleum company kose a004090,1
indus pencil private .,supreme .,0
tynor orthotics private .,promatel,0
panda logisics ny .,port alliance logistics,0
bridgestone china research development .,bridgestone huizhou tire .,1
trelleborg santana parnaiba ind comer solucoes,ktn,0
vedag gmbh bamberg,vedag,1
jx nippon oil gas exploration brasil ltda,jx nippon oil gas exploration qatar limited,1
coventya india private .,nilfisk india private .,0
jsr corporation,pdl endustriyel urunler,0
sumitomo rubber brasil ltda,sumitomo chemical brasil representacoes limitada,1
mauser usa houston,oun corporation,0
zandur,reda industrial materials pakistan,0
gestion soprema canada .,soprema sourges,1
r.k . profiles pvt . .,buhler ag phils,0
parker kawakami .,teknik muhendislik yapi ve yalitim malzemeleri aluminyum ve plastik san . tic . a.s .,0
cv . trijaya,zlt .,0
soprema iberia,soprema oberrossbach,1
model printing press india private .,rubber general india private .,0
nissan mexicana s.a . c.v .,empak spirotallic mexicana cv,0
kia .,panalpina ltda praca antonio,0
bridgestone brasil industria e comercio ltda,bridgestone stargard sp zoo,1
far east spinning limitd,bindoo,0
damco distribution canada .,ikea supply ag ikea distribution se,0
johnson johnson private .,ace ag,0
idt plastic . guangzhou,aim moving,0
kimberly - clark,"ooo""kimberli - klark",1
blk pty .,ambika traders,0
arlanxeo canada .,arlanxeo,1
rlc engineers pvt . .,ajax fiori engineering pvt . .,0
lile .,vinh phuc textile,0
paul bauder gmbh kg,paul bauder gmbh kg,1
fe jizzakh textile,basfa textile pvt . .,0
leschaco mexicana s.a . c.v .,ecu nv,0
jysk linen n furniture .,isaline sarl,0
iko slovakia,iko slovakia s.r.o .,1
arlanxeo canada .,arlanxeo singapore pte . . tearlanxeo canada . 1265 vidal,1
isoliererzeugnisse grobrohrsdorf gmbh,valley asphalt,0
global polyrub enterprise,eet,0
apcotex limited bse:523694,vedag gmbh bamberg,0
mcasphalt .,new era adhesive,0
bridgestone china research development .,bridgestone tire,1
giltec lda,ri time logistics corp .,0
bridgestone india pvt . .,warren plant bato bridgestone,1
bridgestone mexico s.a . c.v .,bridgestone firestone argentina saic,1
sakshi imp . exp .,nagang imp . exp . nz .,0
wafi enterprise 2,polymer enterprise,0
eni jr286 .,eni shipping . houston,1
michelin india private .,michelin tyre plc,1
rhino,chinoz textile,0
fc daewoo textile,posco daewoo america corp .,1
reliance lifestyle holding,reliance retail .,1
equipment engineers .,solid en governance qingdao engineering rubber .,0
european eastern trade,euromet,0
kraton polymers,kraton polymers .,1
tsi instrument?beijing?co . .,dsi,0
automax,saleh saeed baothman est .,0
tecnologia textil s.a .,corning display technology hefei .,0
bridgestone tire,bridgestone brasil industria e comercio ltda,1
seamaster logistics .,sam,0
ag,radian oil gas services,0
evonik cryo,evonik corporation c / o stockhausen,1
dynasol,liaoning north dynasol synthetic rubber .,1
techno sports infra private .,decathlon sports india pvt . .,0
armacell poland sp . z.o.o,ooo armasell ',1
youngnam spinning,youngnam spinning .,1
saw plastic products shenzhen .,huizhou huazhuo plastic products .,0
bmw limted,dana industrias ltda,0
soprema canada,soprema gmbh,1
gk poliplast,ooo poliplast - uralsib,1
afi .,saint gobin abrasives pty .,0
dow chemical pacific,dow chemical,1
soprema drummondville,soprema s.a.s .,1
jiangsu canlon building materials .,jiangsu canlon building materials,1
bridgestone mexico s.a . c.v .,ilg,0
bdp basf imp .,basf india .,1
bollore logistics,itochu logistics usa corp .,0
reliance brands,reliance bally india private .,1
pt . kenda rubber indonesia,kenda farben india pvt . .,1
soprema iberia,soprema grobbendonk,1
aero rubber .,zhangjiagang goodtire rubber,0
land zone corp .,dalian zhongyuan technology .,0
phoenix indusries .,toyo heavy dalian .,0
basf corp .,basf construction chemicals ua,1
bridgestone india pvt . .,bridgestone tire,1
m.f.p . michelin,michelin siam .,1
bridgestone tire,bridgestone group,1
pirelli neumaticos,pirelli neumaticos s.a . cv,1
fujipoly america corp .,uip .,0
eurovia vinci,mogat,0
smtc,xing yun fogang metal plastic .,0
saro rubber allied products .,siam rubber .,0
obo bettermann produktion deutschland gmbh co.kg/revival express chop ua,"ooo""obo bettermann",1
shyam baba enterprises,alpha enterprises,0
pirelli neumaticos,pirelli pneus ltda,1
azienda generale italiana petroli,soprema iberia s.l .,0
kunshan xinzhisheng plastic electronic .,smk electronica cv,0
ecu nv,thorp direct sales .,0
jsr bst elastomer,bst elastomers,1
fansteel mexico s rl cv,bmw mexico s.a . c.v .,0
vedag gmbkh,vedag gmbh,1
ravago group,ravago distribution,1
zhongshan armor industrial .,dongguan shine bright industrial .,0
jx nippon oil gas exploration brasil ltda,jx nippon oil gas exploration malaysia limited,1
bridgestone tire,bridgestone costa rica sociedad anoni,1
contitech chile s.a .,contitech usa .,1
utc,rubber source .,0
interchemica s.a . c. v.,shanghai wo code chemical .,0
echo sports goods . dongguan,timer sports,0
evonik cyro mobile,evonik cyro,1
bharat electronics .,bharat heavy electricals .,1
sociedade michelin participacoes indust e comercio l,michelin siam .,1
zhejiang baina rubber plastic equipment .,pounds plastic .,0
mir .,mitsubishi corp . guangzhou,0
saint - gobain,isover saint - gobain,1
sumitomo industrias pesadas brasil ltda,sumitomo corporation brasil,1
comercializadora productos del l,alidot srl,0
soprema blonie,soprema castellbisbal,1
sweetworld foods india private .,hempel paints india private .,0
synthos dwory,synthos dwory 7 spolka,1
yu ji shanghai trade .,ks shanghai .,0
synthos,synthos kralupy,1
g.b.sports,forward sports pvt .,0
h.r .,dsv transport logistics,0
union,oun corporation,0
basf .,basf bangladesh .,1
synthomer c oterminal warehouse,synthomer srl,1
soprema s.a .,soprema blonie,1
sunstrand,afton chemical industria aditivos ltda,0
bridgestone firestone venezolana c,bridgestone canada .,1
bridgestone ncr,bridgestone india pvt . .,1
daewoo america corp .,posco daewoo america corp .,1
sumitomo rubber,sumitomo rubber changshu .,1
indeka imports .,delux sports,0
michelin aircraft tire,drf,0
lanco mfg . co.rporation,town .,0
ajc .,manufacturas y ensamble la fronteras rl cv,0
kenda rubber china .,kenda rubber tianjin .,1
n j .,xiamen xiangyu golden festival,0
sika china .,sika india private .,1
kanha enterprises,shanghai foreign trade enterprises,0
glenn gloss enterprise,y k enterprise .,0
global agri trade corp .,nri .,0
magnum worldwide general ll,bushra,0
naminath trade link,alpha beta trade links,0
kumho tire goergia .,kumho tire georgia .,1
bridgestone brasil industria e comenrcio ltda,indorub,0
basf turk kimya san.ve tic ltd.sti,basf turk kimya san ve tic.tld.sti,1
versalis pacific shanghai,versalis pacific shanghai,1
soprema drummondville,gestion soprema canada .,1
pt bridgestone tire indonesia,bridgestone tire,1
gti pvt . .,qingdao zhongdehuasheng logistics .,0
michelin north america .,michelin siam .,1
grasim . vilayat,giffin s rl cv,0
dsi,sport4 kids,0
trb,amazonas e comercio ltda,0
uip .,distribuidora magna s.a .,0
ing bank nv,mustaqim dyeing printing,0
bridgestone costa rica sociedad anoni,bridgestone neumaticos,1
soprema iberia,soprema iberia s.l .,1
basf corp .,basf auxiliary chemicals,1
bharat bijlee .,bharat polymers,1
s k,sparkasse krefeld,0
sika china .,sika cambodia .,1
lion rubber private .,dsa,0
sumitomo rubber usa 10 sheridan,sumitomo rubber brasil ltda,1
technical industrial supply,ncm .,0
world asia logistics .,tier logistics,0
iko eu /all plants *,iko slovakia s.r.o .,1
p.l .,ka prevulcanised latex private .,0
soprema castellbisbal,soprema salgareda,1
tress / s,krishna sports,0
mitsubishi chemical performance,mitsubishi chemical china commerce .,1
s.k . petro services private .,telma telecommunication services private .,0
myntra jabong india private .,nri .,0
ecu logistics mexico s.a .,frayte logistics .,0
bridgestone firestone venezolana c,bridgestone firestone argentina saic,1
soprema alpiarca,soprema sourges,1
basf japan .,basf corp .,1
bridgestone tire,bridgestone canada .,1
synthomer,synthomer srl,1
bridgestone brasil industria comercio ltda,bridgestone ncr,1
emp.nac.de energ.enex s.a .,m.b,0
pt siemens indonesia,pt . sanyo indonesia,0
martin asphalt,martin asphalt,1
usman imp . exp .,fujian sanmu imp . exp .,0
tyca corporation,anx logistica e agenciamento ltda,0
gk poliplast,ooo poliplast novomoskovsk,1
vs rubber .,shah rubber product,0
bridgestone group,bridgestone costa rica s.a .,1
sumstar group corp .,rna resources group .,0
sunflag nigeria .,sunflag thailand .,1
shinko plastics shanghai .,dynea shanghai .,0
michelin siam .,michelin research development center shanghai .,1
bitumtec s.r.l .,teknik muhendislik yapi ve yalitim malzemeleri aluminyum ve plastik san . tic . a.s .,0
hexpol ab publ om hpol b,vedag,0
mohammed shafiq alam shoe l,s r,0
xiamen seashine bonded logistics,dsl logistics,0
cvf logistica e participacoes ltda,yes logistics corp .,0
arlanxeo,arlanxeo singapore pte . .,1
clopay,clopay building products,1
industrias bell power,industrial levorin,0
arlanxeo brasil,arlanxeo,1
bajaj rubber,yokohama rubber .,0
arvind liefstyle brands .,lile .,0
zaphael technologies,ide technologies .,0
time logistica eireli epp,v logistics .,0
pinto agencia despachos maritimos ltda,espas,0
shenyang bridgestone,bridgestone india,1
gcb cv,jiaxing car seats .,0
torcas corp sas,expeditors savannah,0
mudanzas mundial s.a.san francisco,nad s c v,0
cts,cts corporation nyse cts,1
main group,shri vallabh pittie group,0
conwell .,nri .,0
ineos oligomers,ineos usa,1
ecopmin technologies private .,deeps private .,0
ziylan taban,ziylan taban san.tic.a.s .,1
solex logistics,yes logisticscorporation,0
guangzhou tong sheng plastic .,pam sp,0
zucchini india chemicals pvt . .,qingdao jinxian chemicals .,0
bridgestone india automotive products private .,bridgestone ncr,1
basf china . shanghai,basf finlay pvt . .,1
bridgestone group,bridgestone mexico s.a . c.v .,1
shanghai michelin warrior tyre .,michelin tyre plc,1
ooms construction bv,zeon,0
bridgestone stargard sp zoo,bridgestone firestone brasil,1
soprema oberrossbach,soprema s.r.l .,1
indus rti,cano srl,0
basf japan .,basf,1
zeon france,zeon europe gmbh,1
brenntag australia pty .,brenntag ecuador s.a .,1
giti tire mfg . usa .,giti tire mfg . usa,1
oao severomorskii al'ians,"rossiiskie morskie suda m-0251""nortern enterprais m-0344""morskoi briz oao""severomorskii al'ians",1
intl trade shanghai .,ikea distribution service(shanghai,0
pt bridgestone tire indonesia,bridgestone costa rica s.a .,1
surtax s.a .,suntrans . chicago,0
kraton polymers shanghai .,kraton polymers .,1
rulmeca malaysia sdn bhd,asa,0
skf asia pacific pte . .,ace ag,0
bharat polymers,bharat bijlee .,1
reliance retail .,reliance chemical products .,1
kink,kia .,0
b.c,evonik cyro,0
zeon shanghai)co . .,zeon shanghai .,1
interflow tcs . oti#1347 n,s r,0
mahalaxmi rubtech .,suptec s,0
sociedade michelin participacoes ind e comercio ltda,michelin north america .,1
basf corporation,basf japan .,1
michelin na asrc,michelin india technology center llp,1
wet sports cc,jsd sports pvt .,0
basf bangladesh .,basf corp .,1
yara colombia s.a .,comi,0
bridgestone tire,bridgestone brasil industria e comenrcio ltda,1
reliance brands,marks spencer reliance india pvt . .,1
rehau ag+co,ooo rekhau produktsion,1
bridgestone tire,bridgestone americas tire,1
copefi,warden asphalt,0
sho,suzhou ao fei da .,0
dsl,grand logistics networks,0
shanghai michelin warrior tyre .,michelin group,1
sport passion,forte pak .,0
bridgestone firestone argentina saic,bridgestone firestone mexico cv,1
pt bridgestone tire indonesia,bridgestone india automotive,1
bridgestone ncr,shenyang bridgestone,1
nri .,rubber general india private .,0
itapoa terminais portuarios,lindsports .,0
s,mogul teks san ve tic . sti .,0
bridgestone costa rica sociedad anoni,bridgestone hosepower,1
s k,leman usa . atlanta,0
m2,pacific date corp .,0
jx nippon oil gas exploration corporation,jx nippon oil gas exploration myanmar limited,1
yaf,dongguan city step,0
arlanxeo group,arlanxeo singapore pte .,1
exxonmobil chemical americas 22777 springwoods village parkway,exxonmobil quimica ltda,1
michelin research development center shanghai .,michelin na asrc,1
qingdao yahua bottle cap making .,nad s c v,0
jus .,ppg tianjin .,0
al irtekaz national general,mclig,0
kraton polymers,kraton,1
basf finlay pvt . .,basf china . shanghai,1
cargo world,aloha worldwide forwarders .,0
shenyang bridgestone,bridgestone canada .,1
brenntag ecuador s.a .,brenntag chile comercial e industrial ltda,1
posco daewoo america corp . toronto b,posco daewoo america corp .,1
fenner dunlop americas,dunlop slazenger .,1
bridgestone neumaticos monterreysa cv,bridgestone firestone mexico cv,1
doxa cv,distribuidora relojes y accesorios s.,0
kenda rubber tianjin .,kenda farben india pvt . .,1
h.s .,elpha polychem,0
bitbau,bitbau dorr,1
dsa,hindustan rubber,0
b.c,distribuidora ochenta y seis sociedad,0
merit .,central .,0
bridgestone golf shenzhen .,bridgestone mexico s.a . c.v .,1
pt bridgestone tire indonesia,bridgestone firestone mexico cv,1
huizhou lcy elastomers corp .,lcy elastomers lp,1
sumitomo rubber industriesusa,sumitomo industrias pesadas brasil ltda,1
althaf shoes parivate .,al habib shoes,0
basf corporation,basf india .,1
sumitomo rubber brasil ltda,sumitomo rubber,1
chenda cargo logistics brasil ltda,quartz logistics .,0
snf,emerson process management cv,0
shanghai climb xi new materials technology .,shanghai platinum pen .,0
bridgestone huizhou tire .,bridgestone ncr,1
ag,al kehilah est,0
sas d group,saeg engineering group,0
allchem,prabhat,0
albemarle corporation,albemarle corporation nyse alb,1
eia .,transfreight express lines,0
fazal omer pvt .,jamnadas,0
saba adhesives sealants,uteksol,0
zhentai guangzhou industry .,qsr .,0
veco enterprises group,lodhi enterprises,0
almex fusion mexico s. r.l . c.v .,mitsui mexico cv,0
yokohama tire corporation,yokohama mfg .,1
soprema blonie,gestion soprema canada .,1
michelin research development center shanghai .,michelin siam .,1
cochin rubbers,leiyang city chengchang rubber .,0
self,jin yong qingyuan rubber industrial .,0
kumho tire tianjin .,kumho tire georgia .,1
perretti petroli s.p.a .,valli zabban,0
dupont korea .,dupont mexico,1
evonik corporation c / o stockhausen,evonik cyro,1
tracer aps,3 ds traders,0
shenyang bridgestone,bridgestone tire,1
paul bauder gmbh kg stuttgart plant,paul bauder ag,1
bridgestone india,warren plant bato bridgestone,1
bridgestone canada .,bridgestone india,1
iqbal imp . exp .,fadichem imp . exp . agencies,0
cobalt holdings,goodyear chemical,0
interteks vorld resursis ink .,intertex world resources .,1
bridgestone india pvt . .,bridgestone neumaticos monterreysa cv,1
giti tire mfg . l.t.d .,giti tire usa .,1
ambica corp,nexel distribuidora materiais para informatica ltda,0
diesel fashion india reliance private .,reliance brands,1
bridgestone neumaticos monterreysa cv,bridgestone hosepower,1
tremco illbruck / rpm,tremco illbruck group gmbh,1
famos gmbh,famos gmbh kg,1
ningbo su fa trade .,a.l .,0
habib bank .,afi .,0
nitro flex x s.a.c .,k flex usa,1
bridgestone india pvt . .,bridgestone india automotive products private .,1
ambika plastic,rising .,0
indorub,shanghai shangmu industrial .,0
michelin na asrc,michelin research development center shanghai .,1
ncm .,welcome shoes p. .,0
d.s,powerline solution est,0
shanghai cangji logistics .,bonded logistics .,0
bridgestone hosepower,bridgestone india,1
isolago s.a .,isolago - industria plasticos s.a .,1
al hashar,al maitha,0
soprema canada,soprema s.a.s .,1
toc logistics,dedola global logistics,0
sankalp enterprises,m.a.t . enterprises,0
electro ark l.l.c,taraki s.a.s . 1341,0
arlanxeo singapore pte . .,arlanxeo corp .,1
vrx sports private .,sibaflor natural decorations private .,0
bridgestone brasil industria comercio ltda,bridgestone india,1
jx nippon oil gas exploration corporation,jx nippon oil gas exploration australia pty .,1
bridgestone stargard sp zoo,bridgestone brasil industria e comercio ltda,1
almina minas alentejo s.a .,hae corp .,0
sika colombia s.a .,sika,1
brenntag group,brenntag ingredients .,1
bridgestone huizhou)synthetic rubber .,bridgestone stargard sp zoo,1
yokohama tire mfg . virgini,yokohama tire corp .,1
goodyear chemical,kvk corporation jasdaq:6484,0
deboer schoten,mogat,0
m2,soc.quim.ind.com.compoflex .,0
bridgestone india,bridgestone tianjin tire .,1
a.p.i . applicazioni plastiche industriali spa,werner janikowo,0
basf auxiliary chemicals,basf paper chemicals huizhou .,1
mayas building materials,le gia sealing material .,0
sika pakistan pvt .,sika,1
wli usa .,uflex usa .,0
reliance brands,reliance .,1
han gia .,shanghai fu xin leather products .,0
fuzhou kang xin yuan imp . exp . . trade .,v.k . imp . exp .,0
sherwin - williams company nyse shw,so.f.ter .,0
eurotecnica textil s.a . c.v,eu retec pvt . .,0
creando tecnologia s.a .,productos boxeador colombia sas,0
qingdao fuhua huixin logistics .,bonded logistics .,0
yokohama mfg .,yokohama tire canada,1
matrix telcom ltda,ncm .,0
nad s c v,blue cube chemicals india private .,0
w.a .,trans wagon usa l,0
synthomer c oterminal,shanghai synthomer chemicals .,1
american japan,adidas b.v .,0
cratex mexico cv,bmw mexico cv,0
basf china . shanghai,basf india .,1
monnex precision .,lu qing suzhou precision electronic material .,0
nidhi imp . exp .,aquent imp . exp . india pvt . .,0
"ooo""essiei khaidzhin prodakts rasha svetogorskii filial","ooo""essiei khaidzhin prodakts rasha",1
kautex guangzhou plastic technology .,pack tech pvt . .,0
michelin na asrc,michelin india tamilnadu tyres private .,1
lima strength plastic products shenzhen .,productos sigma s.a . c.v .,0
mrf corporation,camfil farr filtration equipment kunshan .,0
sto corp,asian rubber,0
soprema canada,gestion soprema canada .,1
eia .,farcom cable systems private .,0
soprema iberia,soprema nv,1
bridgestone canada .,bridgestone tianjin tire .,1
kraton polymers,kraton polymers japan .,1
bridgestone india automotive,bridgestone canada .,1
trp .,onkar enterprises,0
plumbon textile pt,texim,0
bright goal,haddadin general,0
pt . mulia jaya sejahtera abadi textile,ilg,0
guangdong star synthetic material .,sam,0
yokohama tire corporation,yokohama tire mfg . virgini,1
jx nippon oil gas exploration brasil ltda,jx nippon oil gas exploration technical services corporation,1
biesterfeld simko distribuicao,biesterfeld gmb h,1
synthos rubber,synthos dwory,1
audia plastics india llp,sunfix plast pvt . .,0
sika thailand,sika s a.,1
spc uk,speculative product,0
bridgestone tire,bridgestone firestone brasil,1
orso pty . .,silver spur conveyors .,0
bridgestone ncr,bridgestone costa rica s.a .,1
weipeng plastics shenzhen .,s.r .,0
bridgestone neumaticos monterreysa cv,bridgestone india pvt . .,1
sumitomo warehouse usa . .,sumitomo rubber industriesusa,1
xiamen hongzhi imp . exp.trading .,shandong rongxin imp . exp . .,0
vc imp .,ningbo huamao imp . exp . .,0
henkel adhesives technologies india pvt . .,tg plastic technologies sdn bhd,0
caribbean industrial .,korlead .,0
ncl logistics usa,logistica essa s.a . c.v .,0
pt spinmill indah industry,r.i.intl,0
brenntag ingredients .,brenntag ecuador s.a .,1
arrival logistics .,zhangjiagang free trade zone zhongrong logistics .,0
showa rekisei,"showa rekisei ,ltd .",1
kunshan zhenliang electronic plastic hardware .,sam,0
hikari glass h.k . limited,hikari glass,1
acero tecnologia cv,china national aero technology imp . exp . corporation shanghai,0
kraton polymers .,kraton polymers,1
lubricantes alto performance mexico s.a . c.v .,javid mexicos rl cv,0
trinseo,trinseo europe gmb h trade register 20162359,1
automotive performance material,mogat - werke adolf boving bitumen- und dachpappenfabrik gesellschaft mit beschrankter haftung,0
kaypan chemicals,empirical chemical solutions private .,0
red bor industria comercio artefatos borracha ltda,shin . industrial corp,0
syed,briggs industrial footwear .,0
jx nippon oil gas exploration sarawak,jx nippon oil gas exploration myanmar limited,1
jx nippon oil gas exploration myanmar limited,nippon oil exploration u.s.a . limited,1
soudal nv,ooo soudal,1
yau lee wah concrete precast products .,s k .,0
exxonmobil quimica ltda,exxonmobil chemical baytown chemical plant,1
michelin aircraft tire,michelin tyre plc,1
bridgestone firestone mexico cv,bridgestone china research development .,1
isoliererzeugnisse grossrohrsdorf gmbh,isoliererzeugnisse grobrohrsdorf gmbh,1
dockside management .,c w management p / l,0
bridgestone canada .,bridgestone tire,1
basf paper chemicals huizhou .,basf,1
shanghai wailianfa logistics .,otx logistics .,0
brenntag mexico s.a . c.v .,brenntag chile comercial e ind,1
ningbo su fa trade .,order,0
paul bauder gmbh kg,paul bauder ag,1
avebe,avebe nederland b.v .,1
pirelli neumaticos s.a . cv,pirelli neumaticos cv .,1
euro line usa .,aeroflex usa,0
soprema polska sp z o o,soprema iberia s.l .,1
qingdao free trade zone logistic zone vonder logistic,qingdao haier trade .,0
kenda rubber tianjin .,kenda rubber .,1
prida,ulai enterprises private .,0
khawaja mubarik ali,usa .,0
h.s .,kunshan shengtian textile .,0
pantos logistics,oocl logistics line .,0
brenntag chile comercial e industrial ltda,brenntag colombia s.a .,1
bharat heavy electricals .,bharat adhesives,1
inreco - emulsja sp . z o.o .,pavimental s.p.a .,0
bridgestone huizhou)synthetic rubber .,thai bridgestone .,1
daewoo america corp .,posco daewoo america corp .,1
wp produce,trendco pets products,0
arrow head electrical products .,ansell healthcare products,0
uniweld products,bos automotive products irapuato,0
forech india private .,ecu nv,0
iko europe,iko sales,1
intl forest products,chamara products,0
dws,mohammed shafiq alam shoe l,0
bridgestone tire,bridgestone stargard sp zoo,1
cleartech .,equipos y servicios industriales oberoni c.a .,0
stalori,comisa logistics s.c .,0
gti pvt . .,evolution logistics,0
b,vibracoustic mexico cv,0
bitumenka,denka company,0
complete property services .,asgco complete conveyor solutions,0
galpayage enterprises,jitin enterprises,0
yokohama rubber .,yokohama tire corporation,1
centro industrial s,salient .,0
trw electronica ensambles cv,rui hong electronic chemicals .,0
sankhla,aqualite private .,0
cavendish .,phoenix indusries .,0
saleh saeed baothman est .,impy exp . rehman ltda,0
cabopol,denka company,0
aim,ningbo yong tam trade .,0
ryohin keikaku reliance india private .,reliance clothing india private .,1
pirelli tire,pirelli neumaticos cv boulev,1
sumitomo rubber,sumitomo rubber industriesusa,1
jv ojsc uzkabel,sp ao uzkabel ',1
hong kong netball association .,g b corporation,0
basf india,basf,1
nusrat corporation,vortex pollution usa,0
al irtekaz national general,indage,0
copa logistica ltda,draco logistics .,0
ekta,super surgical,0
shanghai bothidea trade .,shanghai yi yi trade .,0
thai bridgestone .,bridgestone tire,1
